user_id,datetime,season,year,month,holiday,weekday,workingday,weather_condition,casual,registered,total_count
328,2011-11-24,Fall,2011,Nov,Yes,Thursday,No,Clear,560,935,1495
329,2011-11-25,Fall,2011,Nov,No,Friday,Yes,Clear,1095,1697,2792
330,2011-11-26,Fall,2011,Nov,No,Saturday,No,Clear,1249,1819,3068
331,2011-11-27,Fall,2011,Nov,No,Sunday,No,Clear,810,2261,3071
332,2011-11-28,Fall,2011,Nov,No,Monday,Yes,Clear,253,3614,3867
333,2011-11-29,Fall,2011,Nov,No,Tuesday,Yes,Misty,96,2818,2914
334,2011-11-30,Fall,2011,Nov,No,Wednesday,Yes,Clear,188,3425,3613
335,2011-12-01,Fall,2011,Dec,No,Thursday,Yes,Clear,182,3545,3727
336,2011-12-02,Fall,2011,Dec,No,Friday,Yes,Clear,268,3672,3940
337,2011-12-03,Fall,2011,Dec,No,Saturday,No,Clear,706,2908,3614
338,2011-12-04,Fall,2011,Dec,No,Sunday,No,Clear,634,2851,3485
339,2011-12-05,Fall,2011,Dec,No,Monday,Yes,Misty,233,3578,3811
340,2011-12-06,Fall,2011,Dec,No,Tuesday,Yes,Light_RainSnow,126,2468,2594
341,2011-12-07,Fall,2011,Dec,No,Wednesday,Yes,Light_RainSnow,50,655,705
342,2011-12-08,Fall,2011,Dec,No,Thursday,Yes,Clear,150,3172,3322
343,2011-12-09,Fall,2011,Dec,No,Friday,Yes,Clear,261,3359,3620
344,2011-12-10,Fall,2011,Dec,No,Saturday,No,Clear,502,2688,3190
345,2011-12-11,Fall,2011,Dec,No,Sunday,No,Clear,377,2366,2743
346,2011-12-12,Fall,2011,Dec,No,Monday,Yes,Clear,143,3167,3310
347,2011-12-13,Fall,2011,Dec,No,Tuesday,Yes,Clear,155,3368,3523
348,2011-12-14,Fall,2011,Dec,No,Wednesday,Yes,Misty,178,3562,3740
349,2011-12-15,Fall,2011,Dec,No,Thursday,Yes,Misty,181,3528,3709
350,2011-12-16,Fall,2011,Dec,No,Friday,Yes,Misty,178,3399,3577
351,2011-12-17,Fall,2011,Dec,No,Saturday,No,Misty,275,2464,2739
352,2011-12-18,Fall,2011,Dec,No,Sunday,No,Clear,220,2211,2431
353,2011-12-19,Fall,2011,Dec,No,Monday,Yes,Clear,260,3143,3403
354,2011-12-20,Fall,2011,Dec,No,Tuesday,Yes,Misty,216,3534,3750
355,2011-12-21,Winter,2011,Dec,No,Wednesday,Yes,Misty,107,2553,2660
356,2011-12-22,Winter,2011,Dec,No,Thursday,Yes,Misty,227,2841,3068
357,2011-12-23,Winter,2011,Dec,No,Friday,Yes,Clear,163,2046,2209
358,2011-12-24,Winter,2011,Dec,No,Saturday,No,Clear,155,856,1011
359,2011-12-25,Winter,2011,Dec,No,Sunday,No,Clear,303,451,754
360,2011-12-26,Winter,2011,Dec,Yes,Monday,No,Clear,430,887,1317
361,2011-12-27,Winter,2011,Dec,No,Tuesday,Yes,Misty,103,1059,1162
362,2011-12-28,Winter,2011,Dec,No,Wednesday,Yes,Clear,255,2047,2302
363,2011-12-29,Winter,2011,Dec,No,Thursday,Yes,Clear,254,2169,2423
364,2011-12-30,Winter,2011,Dec,No,Friday,Yes,Clear,491,2508,2999
365,2011-12-31,Winter,2011,Dec,No,Saturday,No,Clear,665,1820,2485
366,2012-01-01,Winter,2012,Jan,No,Sunday,No,Clear,686,1608,2294
367,2012-01-02,Winter,2012,Jan,Yes,Monday,No,Clear,244,1707,1951
368,2012-01-03,Winter,2012,Jan,No,Tuesday,Yes,Clear,89,2147,2236
369,2012-01-04,Winter,2012,Jan,No,Wednesday,Yes,Misty,95,2273,2368
370,2012-01-05,Winter,2012,Jan,No,Thursday,Yes,Clear,140,3132,3272
371,2012-01-06,Winter,2012,Jan,No,Friday,Yes,Clear,307,3791,4098
372,2012-01-07,Winter,2012,Jan,No,Saturday,No,Clear,1070,3451,4521
373,2012-01-08,Winter,2012,Jan,No,Sunday,No,Clear,599,2826,3425
374,2012-01-09,Winter,2012,Jan,No,Monday,Yes,Misty,106,2270,2376
375,2012-01-10,Winter,2012,Jan,No,Tuesday,Yes,Clear,173,3425,3598
376,2012-01-11,Winter,2012,Jan,No,Wednesday,Yes,Misty,92,2085,2177
377,2012-01-12,Winter,2012,Jan,No,Thursday,Yes,Misty,269,3828,4097
378,2012-01-13,Winter,2012,Jan,No,Friday,Yes,Clear,174,3040,3214
379,2012-01-14,Winter,2012,Jan,No,Saturday,No,Clear,333,2160,2493
380,2012-01-15,Winter,2012,Jan,No,Sunday,No,Clear,284,2027,2311
381,2012-01-16,Winter,2012,Jan,Yes,Monday,No,Clear,217,2081,2298
382,2012-01-17,Winter,2012,Jan,No,Tuesday,Yes,Misty,127,2808,2935
383,2012-01-18,Winter,2012,Jan,No,Wednesday,Yes,Clear,109,3267,3376
384,2012-01-19,Winter,2012,Jan,No,Thursday,Yes,Clear,130,3162,3292
385,2012-01-20,Winter,2012,Jan,No,Friday,Yes,Misty,115,3048,3163
386,2012-01-21,Winter,2012,Jan,No,Saturday,No,Misty,67,1234,1301
387,2012-01-22,Winter,2012,Jan,No,Sunday,No,Misty,196,1781,1977
388,2012-01-23,Winter,2012,Jan,No,Monday,Yes,Misty,145,2287,2432
389,2012-01-24,Winter,2012,Jan,No,Tuesday,Yes,Clear,439,3900,4339
390,2012-01-25,Winter,2012,Jan,No,Wednesday,Yes,Clear,467,3803,4270
391,2012-01-26,Winter,2012,Jan,No,Thursday,Yes,Misty,244,3831,4075
392,2012-01-27,Winter,2012,Jan,No,Friday,Yes,Misty,269,3187,3456
393,2012-01-28,Winter,2012,Jan,No,Saturday,No,Clear,775,3248,4023
394,2012-01-29,Winter,2012,Jan,No,Sunday,No,Clear,558,2685,3243
395,2012-01-30,Winter,2012,Jan,No,Monday,Yes,Clear,126,3498,3624
396,2012-01-31,Winter,2012,Jan,No,Tuesday,Yes,Clear,324,4185,4509
397,2012-02-01,Winter,2012,Feb,No,Wednesday,Yes,Clear,304,4275,4579
398,2012-02-02,Winter,2012,Feb,No,Thursday,Yes,Misty,190,3571,3761
399,2012-02-03,Winter,2012,Feb,No,Friday,Yes,Clear,310,3841,4151
400,2012-02-04,Winter,2012,Feb,No,Saturday,No,Misty,384,2448,2832
401,2012-02-05,Winter,2012,Feb,No,Sunday,No,Misty,318,2629,2947
402,2012-02-06,Winter,2012,Feb,No,Monday,Yes,Clear,206,3578,3784
403,2012-02-07,Winter,2012,Feb,No,Tuesday,Yes,Clear,199,4176,4375
404,2012-02-08,Winter,2012,Feb,No,Wednesday,Yes,Misty,109,2693,2802
405,2012-02-09,Winter,2012,Feb,No,Thursday,Yes,Clear,163,3667,3830
406,2012-02-10,Winter,2012,Feb,No,Friday,Yes,Misty,227,3604,3831
407,2012-02-11,Winter,2012,Feb,No,Saturday,No,Light_RainSnow,192,1977,2169
408,2012-02-12,Winter,2012,Feb,No,Sunday,No,Clear,73,1456,1529
409,2012-02-13,Winter,2012,Feb,No,Monday,Yes,Clear,94,3328,3422
410,2012-02-14,Winter,2012,Feb,No,Tuesday,Yes,Misty,135,3787,3922
411,2012-02-15,Winter,2012,Feb,No,Wednesday,Yes,Clear,141,4028,4169
412,2012-02-16,Winter,2012,Feb,No,Thursday,Yes,Misty,74,2931,3005
413,2012-02-17,Winter,2012,Feb,No,Friday,Yes,Clear,349,3805,4154
414,2012-02-18,Winter,2012,Feb,No,Saturday,No,Clear,1435,2883,4318
415,2012-02-19,Winter,2012,Feb,No,Sunday,No,Misty,618,2071,2689
416,2012-02-20,Winter,2012,Feb,Yes,Monday,No,Clear,502,2627,3129
417,2012-02-21,Winter,2012,Feb,No,Tuesday,Yes,Clear,163,3614,3777
418,2012-02-22,Winter,2012,Feb,No,Wednesday,Yes,Clear,394,4379,4773
419,2012-02-23,Winter,2012,Feb,No,Thursday,Yes,Clear,516,4546,5062
420,2012-02-24,Winter,2012,Feb,No,Friday,Yes,Misty,246,3241,3487
421,2012-02-25,Winter,2012,Feb,No,Saturday,No,Clear,317,2415,2732
422,2012-02-26,Winter,2012,Feb,No,Sunday,No,Clear,515,2874,3389
423,2012-02-27,Winter,2012,Feb,No,Monday,Yes,Clear,253,4069,4322
424,2012-02-28,Winter,2012,Feb,No,Tuesday,Yes,Clear,229,4134,4363
425,2012-02-29,Winter,2012,Feb,No,Wednesday,Yes,Misty,65,1769,1834
426,2012-03-01,Winter,2012,Mar,No,Thursday,Yes,Clear,325,4665,4990
427,2012-03-02,Winter,2012,Mar,No,Friday,Yes,Misty,246,2948,3194
428,2012-03-03,Winter,2012,Mar,No,Saturday,No,Misty,956,3110,4066
429,2012-03-04,Winter,2012,Mar,No,Sunday,No,Clear,710,2713,3423
430,2012-03-05,Winter,2012,Mar,No,Monday,Yes,Clear,203,3130,3333
431,2012-03-06,Winter,2012,Mar,No,Tuesday,Yes,Clear,221,3735,3956
432,2012-03-07,Winter,2012,Mar,No,Wednesday,Yes,Clear,432,4484,4916
433,2012-03-08,Winter,2012,Mar,No,Thursday,Yes,Clear,486,4896,5382
434,2012-03-09,Winter,2012,Mar,No,Friday,Yes,Misty,447,4122,4569
435,2012-03-10,Winter,2012,Mar,No,Saturday,No,Clear,968,3150,4118
436,2012-03-11,Winter,2012,Mar,No,Sunday,No,Clear,1658,3253,4911
437,2012-03-12,Winter,2012,Mar,No,Monday,Yes,Clear,838,4460,5298
438,2012-03-13,Winter,2012,Mar,No,Tuesday,Yes,Clear,762,5085,5847
439,2012-03-14,Winter,2012,Mar,No,Wednesday,Yes,Clear,997,5315,6312
440,2012-03-15,Winter,2012,Mar,No,Thursday,Yes,Clear,1005,5187,6192
441,2012-03-16,Winter,2012,Mar,No,Friday,Yes,Misty,548,3830,4378
442,2012-03-17,Winter,2012,Mar,No,Saturday,No,Misty,3155,4681,7836
443,2012-03-18,Winter,2012,Mar,No,Sunday,No,Misty,2207,3685,5892
444,2012-03-19,Winter,2012,Mar,No,Monday,Yes,Clear,982,5171,6153
445,2012-03-20,Winter,2012,Mar,No,Tuesday,Yes,Clear,1051,5042,6093
446,2012-03-21,Spring,2012,Mar,No,Wednesday,Yes,Misty,1122,5108,6230
447,2012-03-22,Spring,2012,Mar,No,Thursday,Yes,Clear,1334,5537,6871
448,2012-03-23,Spring,2012,Mar,No,Friday,Yes,Misty,2469,5893,8362
449,2012-03-24,Spring,2012,Mar,No,Saturday,No,Misty,1033,2339,3372
450,2012-03-25,Spring,2012,Mar,No,Sunday,No,Misty,1532,3464,4996
451,2012-03-26,Spring,2012,Mar,No,Monday,Yes,Clear,795,4763,5558
452,2012-03-27,Spring,2012,Mar,No,Tuesday,Yes,Clear,531,4571,5102
453,2012-03-28,Spring,2012,Mar,No,Wednesday,Yes,Clear,674,5024,5698
454,2012-03-29,Spring,2012,Mar,No,Thursday,Yes,Clear,834,5299,6133
455,2012-03-30,Spring,2012,Mar,No,Friday,Yes,Misty,796,4663,5459
456,2012-03-31,Spring,2012,Mar,No,Saturday,No,Misty,2301,3934,6235
457,2012-04-01,Spring,2012,Apr,No,Sunday,No,Misty,2347,3694,6041
458,2012-04-02,Spring,2012,Apr,No,Monday,Yes,Clear,1208,4728,5936
459,2012-04-03,Spring,2012,Apr,No,Tuesday,Yes,Clear,1348,5424,6772
460,2012-04-04,Spring,2012,Apr,No,Wednesday,Yes,Clear,1058,5378,6436
461,2012-04-05,Spring,2012,Apr,No,Thursday,Yes,Clear,1192,5265,6457
462,2012-04-06,Spring,2012,Apr,No,Friday,Yes,Clear,1807,4653,6460
463,2012-04-07,Spring,2012,Apr,No,Saturday,No,Clear,3252,3605,6857
464,2012-04-08,Spring,2012,Apr,No,Sunday,No,Clear,2230,2939,5169
465,2012-04-09,Spring,2012,Apr,No,Monday,Yes,Clear,905,4680,5585
466,2012-04-10,Spring,2012,Apr,No,Tuesday,Yes,Clear,819,5099,5918
467,2012-04-11,Spring,2012,Apr,No,Wednesday,Yes,Clear,482,4380,4862
468,2012-04-12,Spring,2012,Apr,No,Thursday,Yes,Clear,663,4746,5409
469,2012-04-13,Spring,2012,Apr,No,Friday,Yes,Clear,1252,5146,6398
470,2012-04-14,Spring,2012,Apr,No,Saturday,No,Clear,2795,4665,7460
471,2012-04-15,Spring,2012,Apr,No,Sunday,No,Clear,2846,4286,7132
472,2012-04-16,Spring,2012,Apr,Yes,Monday,No,Clear,1198,5172,6370
473,2012-04-17,Spring,2012,Apr,No,Tuesday,Yes,Clear,989,5702,6691
474,2012-04-18,Spring,2012,Apr,No,Wednesday,Yes,Misty,347,4020,4367
475,2012-04-19,Spring,2012,Apr,No,Thursday,Yes,Clear,846,5719,6565
476,2012-04-20,Spring,2012,Apr,No,Friday,Yes,Clear,1340,5950,7290
477,2012-04-21,Spring,2012,Apr,No,Saturday,No,Clear,2541,4083,6624
478,2012-04-22,Spring,2012,Apr,No,Sunday,No,Light_RainSnow,120,907,1027
479,2012-04-23,Spring,2012,Apr,No,Monday,Yes,Misty,195,3019,3214
480,2012-04-24,Spring,2012,Apr,No,Tuesday,Yes,Clear,518,5115,5633
481,2012-04-25,Spring,2012,Apr,No,Wednesday,Yes,Clear,655,5541,6196
482,2012-04-26,Spring,2012,Apr,No,Thursday,Yes,Misty,475,4551,5026
483,2012-04-27,Spring,2012,Apr,No,Friday,Yes,Clear,1014,5219,6233
484,2012-04-28,Spring,2012,Apr,No,Saturday,No,Misty,1120,3100,4220
485,2012-04-29,Spring,2012,Apr,No,Sunday,No,Clear,2229,4075,6304
486,2012-04-30,Spring,2012,Apr,No,Monday,Yes,Misty,665,4907,5572
487,2012-05-01,Spring,2012,May,No,Tuesday,Yes,Misty,653,5087,5740
488,2012-05-02,Spring,2012,May,No,Wednesday,Yes,Clear,667,5502,6169
489,2012-05-03,Spring,2012,May,No,Thursday,Yes,Misty,764,5657,6421
490,2012-05-04,Spring,2012,May,No,Friday,Yes,Clear,1069,5227,6296
491,2012-05-05,Spring,2012,May,No,Saturday,No,Misty,2496,4387,6883
492,2012-05-06,Spring,2012,May,No,Sunday,No,Misty,2135,4224,6359
493,2012-05-07,Spring,2012,May,No,Monday,Yes,Misty,1008,5265,6273
494,2012-05-08,Spring,2012,May,No,Tuesday,Yes,Misty,738,4990,5728
495,2012-05-09,Spring,2012,May,No,Wednesday,Yes,Misty,620,4097,4717
496,2012-05-10,Spring,2012,May,No,Thursday,Yes,Clear,1026,5546,6572
497,2012-05-11,Spring,2012,May,No,Friday,Yes,Clear,1319,5711,7030
498,2012-05-12,Spring,2012,May,No,Saturday,No,Clear,2622,4807,7429
499,2012-05-13,Spring,2012,May,No,Sunday,No,Clear,2172,3946,6118
500,2012-05-14,Spring,2012,May,No,Monday,Yes,Misty,342,2501,2843
501,2012-05-15,Spring,2012,May,No,Tuesday,Yes,Misty,625,4490,5115
502,2012-05-16,Spring,2012,May,No,Wednesday,Yes,Clear,991,6433,7424
503,2012-05-17,Spring,2012,May,No,Thursday,Yes,Clear,1242,6142,7384
504,2012-05-18,Spring,2012,May,No,Friday,Yes,Clear,1521,6118,7639
505,2012-05-19,Spring,2012,May,No,Saturday,No,Clear,3410,4884,8294
506,2012-05-20,Spring,2012,May,No,Sunday,No,Clear,2704,4425,7129
507,2012-05-21,Spring,2012,May,No,Monday,Yes,Misty,630,3729,4359
508,2012-05-22,Spring,2012,May,No,Tuesday,Yes,Misty,819,5254,6073
509,2012-05-23,Spring,2012,May,No,Wednesday,Yes,Misty,766,4494,5260
510,2012-05-24,Spring,2012,May,No,Thursday,Yes,Clear,1059,5711,6770
511,2012-05-25,Spring,2012,May,No,Friday,Yes,Clear,1417,5317,6734
512,2012-05-26,Spring,2012,May,No,Saturday,No,Clear,2855,3681,6536
513,2012-05-27,Spring,2012,May,No,Sunday,No,Clear,3283,3308,6591
514,2012-05-28,Spring,2012,May,Yes,Monday,No,Clear,2557,3486,6043
515,2012-05-29,Spring,2012,May,No,Tuesday,Yes,Clear,880,4863,5743
516,2012-05-30,Spring,2012,May,No,Wednesday,Yes,Misty,745,6110,6855
517,2012-05-31,Spring,2012,May,No,Thursday,Yes,Clear,1100,6238,7338
518,2012-06-01,Spring,2012,Jun,No,Friday,Yes,Misty,533,3594,4127
519,2012-06-02,Spring,2012,Jun,No,Saturday,No,Clear,2795,5325,8120
520,2012-06-03,Spring,2012,Jun,No,Sunday,No,Clear,2494,5147,7641
521,2012-06-04,Spring,2012,Jun,No,Monday,Yes,Clear,1071,5927,6998
522,2012-06-05,Spring,2012,Jun,No,Tuesday,Yes,Misty,968,6033,7001
523,2012-06-06,Spring,2012,Jun,No,Wednesday,Yes,Clear,1027,6028,7055
524,2012-06-07,Spring,2012,Jun,No,Thursday,Yes,Clear,1038,6456,7494
525,2012-06-08,Spring,2012,Jun,No,Friday,Yes,Clear,1488,6248,7736
526,2012-06-09,Spring,2012,Jun,No,Saturday,No,Clear,2708,4790,7498
527,2012-06-10,Spring,2012,Jun,No,Sunday,No,Clear,2224,4374,6598
528,2012-06-11,Spring,2012,Jun,No,Monday,Yes,Misty,1017,5647,6664
529,2012-06-12,Spring,2012,Jun,No,Tuesday,Yes,Misty,477,4495,4972
530,2012-06-13,Spring,2012,Jun,No,Wednesday,Yes,Clear,1173,6248,7421
531,2012-06-14,Spring,2012,Jun,No,Thursday,Yes,Clear,1180,6183,7363
532,2012-06-15,Spring,2012,Jun,No,Friday,Yes,Clear,1563,6102,7665
533,2012-06-16,Spring,2012,Jun,No,Saturday,No,Clear,2963,4739,7702
534,2012-06-17,Spring,2012,Jun,No,Sunday,No,Clear,2634,4344,6978
535,2012-06-18,Spring,2012,Jun,No,Monday,Yes,Misty,653,4446,5099
536,2012-06-19,Spring,2012,Jun,No,Tuesday,Yes,Clear,968,5857,6825
537,2012-06-20,Spring,2012,Jun,No,Wednesday,Yes,Clear,872,5339,6211
538,2012-06-21,Summer,2012,Jun,No,Thursday,Yes,Clear,778,5127,5905
539,2012-06-22,Summer,2012,Jun,No,Friday,Yes,Clear,964,4859,5823
540,2012-06-23,Summer,2012,Jun,No,Saturday,No,Clear,2657,4801,7458
541,2012-06-24,Summer,2012,Jun,No,Sunday,No,Clear,2551,4340,6891
542,2012-06-25,Summer,2012,Jun,No,Monday,Yes,Clear,1139,5640,6779
543,2012-06-26,Summer,2012,Jun,No,Tuesday,Yes,Clear,1077,6365,7442
544,2012-06-27,Summer,2012,Jun,No,Wednesday,Yes,Clear,1077,6258,7335
545,2012-06-28,Summer,2012,Jun,No,Thursday,Yes,Clear,921,5958,6879
546,2012-06-29,Summer,2012,Jun,No,Friday,Yes,Clear,829,4634,5463
547,2012-06-30,Summer,2012,Jun,No,Saturday,No,Clear,1455,4232,5687
548,2012-07-01,Summer,2012,Jul,No,Sunday,No,Clear,1421,4110,5531
549,2012-07-02,Summer,2012,Jul,No,Monday,Yes,Clear,904,5323,6227
550,2012-07-03,Summer,2012,Jul,No,Tuesday,Yes,Clear,1052,5608,6660
551,2012-07-04,Summer,2012,Jul,Yes,Wednesday,No,Clear,2562,4841,7403
552,2012-07-05,Summer,2012,Jul,No,Thursday,Yes,Clear,1405,4836,6241
553,2012-07-06,Summer,2012,Jul,No,Friday,Yes,Clear,1366,4841,6207
554,2012-07-07,Summer,2012,Jul,No,Saturday,No,Clear,1448,3392,4840
555,2012-07-08,Summer,2012,Jul,No,Sunday,No,Clear,1203,3469,4672
556,2012-07-09,Summer,2012,Jul,No,Monday,Yes,Misty,998,5571,6569
557,2012-07-10,Summer,2012,Jul,No,Tuesday,Yes,Misty,954,5336,6290
558,2012-07-11,Summer,2012,Jul,No,Wednesday,Yes,Clear,975,6289,7264
559,2012-07-12,Summer,2012,Jul,No,Thursday,Yes,Clear,1032,6414,7446
560,2012-07-13,Summer,2012,Jul,No,Friday,Yes,Misty,1511,5988,7499
561,2012-07-14,Summer,2012,Jul,No,Saturday,No,Misty,2355,4614,6969
562,2012-07-15,Summer,2012,Jul,No,Sunday,No,Clear,1920,4111,6031
563,2012-07-16,Summer,2012,Jul,No,Monday,Yes,Clear,1088,5742,6830
564,2012-07-17,Summer,2012,Jul,No,Tuesday,Yes,Clear,921,5865,6786
565,2012-07-18,Summer,2012,Jul,No,Wednesday,Yes,Clear,799,4914,5713
566,2012-07-19,Summer,2012,Jul,No,Thursday,Yes,Clear,888,5703,6591
567,2012-07-20,Summer,2012,Jul,No,Friday,Yes,Misty,747,5123,5870
568,2012-07-21,Summer,2012,Jul,No,Saturday,No,Light_RainSnow,1264,3195,4459
569,2012-07-22,Summer,2012,Jul,No,Sunday,No,Misty,2544,4866,7410
570,2012-07-23,Summer,2012,Jul,No,Monday,Yes,Clear,1135,5831,6966
571,2012-07-24,Summer,2012,Jul,No,Tuesday,Yes,Clear,1140,6452,7592
572,2012-07-25,Summer,2012,Jul,No,Wednesday,Yes,Clear,1383,6790,8173
573,2012-07-26,Summer,2012,Jul,No,Thursday,Yes,Clear,1036,5825,6861
574,2012-07-27,Summer,2012,Jul,No,Friday,Yes,Clear,1259,5645,6904
575,2012-07-28,Summer,2012,Jul,No,Saturday,No,Clear,2234,4451,6685
576,2012-07-29,Summer,2012,Jul,No,Sunday,No,Clear,2153,4444,6597
577,2012-07-30,Summer,2012,Jul,No,Monday,Yes,Clear,1040,6065,7105
578,2012-07-31,Summer,2012,Jul,No,Tuesday,Yes,Clear,968,6248,7216
579,2012-08-01,Summer,2012,Aug,No,Wednesday,Yes,Clear,1074,6506,7580
580,2012-08-02,Summer,2012,Aug,No,Thursday,Yes,Clear,983,6278,7261
581,2012-08-03,Summer,2012,Aug,No,Friday,Yes,Misty,1328,5847,7175
582,2012-08-04,Summer,2012,Aug,No,Saturday,No,Clear,2345,4479,6824
583,2012-08-05,Summer,2012,Aug,No,Sunday,No,Clear,1707,3757,5464
584,2012-08-06,Summer,2012,Aug,No,Monday,Yes,Misty,1233,5780,7013
585,2012-08-07,Summer,2012,Aug,No,Tuesday,Yes,Misty,1278,5995,7273
586,2012-08-08,Summer,2012,Aug,No,Wednesday,Yes,Misty,1263,6271,7534
587,2012-08-09,Summer,2012,Aug,No,Thursday,Yes,Clear,1196,6090,7286
588,2012-08-10,Summer,2012,Aug,No,Friday,Yes,Misty,1065,4721,5786
589,2012-08-11,Summer,2012,Aug,No,Saturday,No,Misty,2247,4052,6299
590,2012-08-12,Summer,2012,Aug,No,Sunday,No,Clear,2182,4362,6544
591,2012-08-13,Summer,2012,Aug,No,Monday,Yes,Clear,1207,5676,6883
592,2012-08-14,Summer,2012,Aug,No,Tuesday,Yes,Clear,1128,5656,6784
593,2012-08-15,Summer,2012,Aug,No,Wednesday,Yes,Clear,1198,6149,7347
594,2012-08-16,Summer,2012,Aug,No,Thursday,Yes,Clear,1338,6267,7605
595,2012-08-17,Summer,2012,Aug,No,Friday,Yes,Clear,1483,5665,7148
596,2012-08-18,Summer,2012,Aug,No,Saturday,No,Clear,2827,5038,7865
597,2012-08-19,Summer,2012,Aug,No,Sunday,No,Misty,1208,3341,4549
598,2012-08-20,Summer,2012,Aug,No,Monday,Yes,Misty,1026,5504,6530
599,2012-08-21,Summer,2012,Aug,No,Tuesday,Yes,Clear,1081,5925,7006
600,2012-08-22,Summer,2012,Aug,No,Wednesday,Yes,Clear,1094,6281,7375
601,2012-08-23,Summer,2012,Aug,No,Thursday,Yes,Clear,1363,6402,7765
602,2012-08-24,Summer,2012,Aug,No,Friday,Yes,Misty,1325,6257,7582
603,2012-08-25,Summer,2012,Aug,No,Saturday,No,Misty,1829,4224,6053
604,2012-08-26,Summer,2012,Aug,No,Sunday,No,Misty,1483,3772,5255
605,2012-08-27,Summer,2012,Aug,No,Monday,Yes,Clear,989,5928,6917
606,2012-08-28,Summer,2012,Aug,No,Tuesday,Yes,Clear,935,6105,7040
607,2012-08-29,Summer,2012,Aug,No,Wednesday,Yes,Clear,1177,6520,7697
608,2012-08-30,Summer,2012,Aug,No,Thursday,Yes,Clear,1172,6541,7713
609,2012-08-31,Summer,2012,Aug,No,Friday,Yes,Clear,1433,5917,7350
610,2012-09-01,Summer,2012,Sep,No,Saturday,No,Misty,2352,3788,6140
611,2012-09-02,Summer,2012,Sep,No,Sunday,No,Misty,2613,3197,5810
612,2012-09-03,Summer,2012,Sep,Yes,Monday,No,Clear,1965,4069,6034
613,2012-09-04,Summer,2012,Sep,No,Tuesday,Yes,Clear,867,5997,6864
614,2012-09-05,Summer,2012,Sep,No,Wednesday,Yes,Clear,832,6280,7112
615,2012-09-06,Summer,2012,Sep,No,Thursday,Yes,Misty,611,5592,6203
616,2012-09-07,Summer,2012,Sep,No,Friday,Yes,Clear,1045,6459,7504
617,2012-09-08,Summer,2012,Sep,No,Saturday,No,Misty,1557,4419,5976
618,2012-09-09,Summer,2012,Sep,No,Sunday,No,Clear,2570,5657,8227
619,2012-09-10,Summer,2012,Sep,No,Monday,Yes,Clear,1118,6407,7525
620,2012-09-11,Summer,2012,Sep,No,Tuesday,Yes,Clear,1070,6697,7767
621,2012-09-12,Summer,2012,Sep,No,Wednesday,Yes,Clear,1050,6820,7870
622,2012-09-13,Summer,2012,Sep,No,Thursday,Yes,Clear,1054,6750,7804
623,2012-09-14,Summer,2012,Sep,No,Friday,Yes,Clear,1379,6630,8009
624,2012-09-15,Summer,2012,Sep,No,Saturday,No,Clear,3160,5554,8714
625,2012-09-16,Summer,2012,Sep,No,Sunday,No,Clear,2166,5167,7333
626,2012-09-17,Summer,2012,Sep,No,Monday,Yes,Misty,1022,5847,6869
627,2012-09-18,Summer,2012,Sep,No,Tuesday,Yes,Misty,371,3702,4073
628,2012-09-19,Summer,2012,Sep,No,Wednesday,Yes,Clear,788,6803,7591
629,2012-09-20,Summer,2012,Sep,No,Thursday,Yes,Clear,939,6781,7720
630,2012-09-21,Summer,2012,Sep,No,Friday,Yes,Clear,1250,6917,8167
631,2012-09-22,Summer,2012,Sep,No,Saturday,No,Clear,2512,5883,8395
632,2012-09-23,Fall,2012,Sep,No,Sunday,No,Clear,2454,5453,7907
633,2012-09-24,Fall,2012,Sep,No,Monday,Yes,Clear,1001,6435,7436
634,2012-09-25,Fall,2012,Sep,No,Tuesday,Yes,Clear,845,6693,7538
635,2012-09-26,Fall,2012,Sep,No,Wednesday,Yes,Clear,787,6946,7733
636,2012-09-27,Fall,2012,Sep,No,Thursday,Yes,Misty,751,6642,7393
637,2012-09-28,Fall,2012,Sep,No,Friday,Yes,Misty,1045,6370,7415
638,2012-09-29,Fall,2012,Sep,No,Saturday,No,Clear,2589,5966,8555
639,2012-09-30,Fall,2012,Sep,No,Sunday,No,Clear,2015,4874,6889
640,2012-10-01,Fall,2012,Oct,No,Monday,Yes,Misty,763,6015,6778
641,2012-10-02,Fall,2012,Oct,No,Tuesday,Yes,Light_RainSnow,315,4324,4639
642,2012-10-03,Fall,2012,Oct,No,Wednesday,Yes,Misty,728,6844,7572
643,2012-10-04,Fall,2012,Oct,No,Thursday,Yes,Misty,891,6437,7328
644,2012-10-05,Fall,2012,Oct,No,Friday,Yes,Clear,1516,6640,8156
645,2012-10-06,Fall,2012,Oct,No,Saturday,No,Clear,3031,4934,7965
646,2012-10-07,Fall,2012,Oct,No,Sunday,No,Misty,781,2729,3510
647,2012-10-08,Fall,2012,Oct,Yes,Monday,No,Misty,874,4604,5478
648,2012-10-09,Fall,2012,Oct,No,Tuesday,Yes,Misty,601,5791,6392
649,2012-10-10,Fall,2012,Oct,No,Wednesday,Yes,Clear,780,6911,7691
650,2012-10-11,Fall,2012,Oct,No,Thursday,Yes,Clear,834,6736,7570
651,2012-10-12,Fall,2012,Oct,No,Friday,Yes,Clear,1060,6222,7282
652,2012-10-13,Fall,2012,Oct,No,Saturday,No,Clear,2252,4857,7109
653,2012-10-14,Fall,2012,Oct,No,Sunday,No,Clear,2080,4559,6639
